position,feature,gain,normalized_gain,group
RB,rb_rec_tds_allowed_roll5_mean,1067.5880126953125,0.000269885795952595,Defensive matchup
RB,rb_fp_allowed_roll3_mean,9907.652069091797,0.002504650232946508,Defensive matchup
RB,rb_fp_allowed_roll5_mean,41488.17599487305,0.010488193261676569,Defensive matchup
RB,week_index,2934.220916748047,0.0007417698008972564,Temporal
RB,early_season,0.0,0.0,Temporal
RB,late_season,0.0,0.0,Temporal
RB,week_sin,4781.264953613281,0.0012087017485409362,Temporal
RB,week_cos,7486.233062744141,0.0018925165370903816,Temporal
RB,had_prev_season,0.0,0.0,Prior season
RB,carries_prev_per_game,9765.995147705078,0.0024688394234150977,Prior season
RB,rushing_yards_prev_per_game,6706.075897216797,0.0016952931371620808,Prior season
RB,rushing_tds_prev_per_game,3236.279998779297,0.0008181302084789215,Prior season
RB,rushing_fumbles_prev_per_game,399.3139953613281,0.00010094640834437691,Prior season
RB,rushing_fumbles_lost_prev_per_game,696.802978515625,0.00017615149687194882,Prior season
RB,targets_prev_per_game,15414.35189819336,0.0038967416097473516,Prior season
RB,receptions_prev_per_game,11448.155883789062,0.0028940889426861587,Prior season
RB,receiving_yards_prev_per_game,35016.01290893555,0.008852033183807876,Prior season
